Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
BACCI ed ABRACI SALUTI Maria	ABRACI	9	15	RAI	ABBRACCI	n
In ufficio c' è molto lavoro e giovedi pomeriggio non possiamo incontrarse con te .	giovedi	31	38	giovedì	giovedì	y
Scrivo da te perche nostro apunntamento non niente .	perche	13	19	perché	perché	y
Scrivo da te perche nostro apunntamento non niente .	apunntamento	27	39	appuntamento	appuntamento	y
Perche mio capo ha organizzato una riunione io posso essere .	Perche	0	6	Perché	Perché	y
Alora possiamo incontro domenica Scusi bracci addbracci Maria	Alora	0	5	Allora	Allora	y
Mi dispiace molto , pero non possiamo incontrare domani .	pero	20	24	però	però	y
Noi asspetiamo per tuo risposto .	asspetiamo	4	14	Aspettiamo	aspettiamo	n
In ufficio c' è molto lavoro e giovedi pomeriggio non posso venire un appuntamento da te .	giovedi	31	38	giovedì	giovedì	y
Perche giovedi pomeriggio il mio capo ha organizzato una riunione .	Perche	0	6	Perché	Perché	y
Perche giovedi pomeriggio il mio capo ha organizzato una riunione .	giovedi	7	14	giovedì	giovedì	y
Io voreii invitare ti a cena , sabata la sera in un ristorante tailandese .	voreii	3	9	vorrei	vorrei	y
Scrivi mi la risposte .	Scrivi	0	6	Scrivo	Scrivimi	n
Scrivi mi la risposte .	mi	7	9	ma	Scrivimi	n
Non posso incontrare con te in giovedi pomeriggio perché il mio capo ha organizzato una riunione giovedi pomeriggio .	giovedi	31	38	giovedì	giovedì	y
Non posso incontrare con te in giovedi pomeriggio perché il mio capo ha organizzato una riunione giovedi pomeriggio .	giovedi	97	104	giovedì	giovedì	y
Mio capo ha organizzato una riunione giovedi pomeriggio , perché io non posso incontrare con te .	giovedi	37	44	giovedì	giovedì	y
Ci vidiamo .	vidiamo	3	10	vediamo	vediamo	y
Vuoì incontrarmi a sabato sera ?	Vuoì	0	4	Vuoi	Vuoi	y
In ufficio c' è molto lavoro e giovedi pomeriggio non posso incontrarti , perce ho una riunione con il capo .	giovedi	31	38	giovedì	giovedì	y
In ufficio c' è molto lavoro e giovedi pomeriggio non posso incontrarti , perce ho una riunione con il capo .	perce	74	79	pesce	perché	n
In ufficio c' è molto lavoro e giovedì pomeriggio non posso incontrare con te perchè il mio capo ha organizzato una riunione e devo andare .	perchè	78	84	perché	perché	y
In ufficio c' è molto lavoro e giovedì pomeriggio non posso andiamo a cena incontrarvi con tuo giovedi pomeriggio .	giovedi	95	102	giovedì	giovedì	y
Ho tanti lavoro in il uffico questa settimana e puoi , non posso incontrare con te Giovedì pomeriggio .	uffico	22	28	ufficio	ufficio	y
Ho tanti lavoro in il uffico questa settimana e puoi , non posso incontrare con te Giovedì pomeriggio .	Giovedì	83	90	giovedì	giovedi	n
Andiamo a cena in il ristorante tailandese in il vicino a statizione ?	statizione	58	68	stazione	stazione	y
Ho In ufficio c' è molto Lavoro .	Lavoro	25	31	lavoro	lavoro	y
Io non ho tempo , perchè mio capo ha organizzato una riunione giovedì pomeriggio .	perchè	18	24	perché	perché	y
Ciao Daniele Andiamo a cena in ristorante tailandese a Lunedì ?	Lunedì	55	61	lunedì	lunedì	y
Perchè non potete incontrarvi con lui govedì , altro giorni di mercoledì ?	Perchè	0	6	Perché	Perché	y
Caro Daniele , Come stai , mi sto molto male , perchè è una settimana orribile .	perchè	47	53	perché	perché	y
In ufficio c' è molto lavoro e giovedi non posso vado al cinema .	giovedi	31	38	giovani	giovedì	n
Andiamo a cena mangare in un ristorante tailandese ?	mangare	15	22	mangiare	mangiare	y
Giovedì pomeriggio non posso andare a il nostro appuntamento perchè il mio capo ha organizzato una riunione .	perchè	61	67	perché	perché	y
Che tipo di lavoro vuoi fare et che lingui parli ?	et	29	31	e	e	y
Tu poi andare à una altra città per lavora ?	à	14	15	a	a	y
Tu poi lavorare la mattina et anche la sera ?	et	27	29	e	e	y
Hai una maccina ?	maccina	8	15	macchina	macchina	y
Perchè hai finito ?	Perchè	0	6	Perché	Perché	y
Baccio , Maria	Baccio	0	6	Bacio	Bacio	y
Puoi dirmi , dove lavora tu adesso et quale tipo di lavoro tu voi fare dopo ?	et	35	37	e	e	y
Puoi dirmi , dove lavora tu adesso et quale tipo di lavoro tu voi fare dopo ?	voi	62	65	vuoi	vuoi	y
Et quande era per te posibile da cominca a noi Magari tu voi vare prima di vacansa .	Et	0	2	Et	E	n
Et quande era per te posibile da cominca a noi Magari tu voi vare prima di vacansa .	posibile	21	29	possibile	possibile	y
Et quande era per te posibile da cominca a noi Magari tu voi vare prima di vacansa .	voi	57	60	vuoi	vuoi	y
Et quande era per te posibile da cominca a noi Magari tu voi vare prima di vacansa .	vare	61	65	fare	fare	y
Et quande era per te posibile da cominca a noi Magari tu voi vare prima di vacansa .	vacansa	75	82	vacanza	vacanza	y
Alora , ancora una domanda : quando tu vuoi iniziare , questo maese ?	Alora	0	5	Allora	Allora	y
Alora , ancora una domanda : quando tu vuoi iniziare , questo maese ?	maese	62	67	paese	mese	n
Ho letto più tardi perchè ho avuto molto di lavora .	perchè	19	25	perché	perché	y
A leggeto la tua email , ho visto ce cerci un nuovo posto di lavoro .	ce	34	36	che	che	y
A leggeto la tua email , ho visto ce cerci un nuovo posto di lavoro .	cerci	37	42	cerca	cerchi	n
Vorrei aiutarti , ma mi manca delle informazioni : Puoi dirmi perche voi cambiare il posto di lavoro ?	perche	62	68	perché	perché	y
Vorrei aiutarti , ma mi manca delle informazioni : Puoi dirmi perche voi cambiare il posto di lavoro ?	voi	69	72	vuoi	vuoi	y
Quando voi incomiccare da lavorare ?	voi	7	10	Poi	vuoi	n
allora mi aspetta alle tue risposte .	allora	0	6	Allora	Allora	y
Vorrei aiutarti , ma ho bisogno di qualche informazione in piu .	piu	59	62	più	più	y
Puoi dirmi dove lavori adesso e che tipo di ativita svolgi atualmente ?	ativita	44	51	attività	attività	y
Puoi dirmi dove lavori adesso e che tipo di ativita svolgi atualmente ?	atualmente	59	69	attualmente	attualmente	y
Vorrei sapere che tipo di lavoro in futuro vorresti fare é quando potresti iniziare al posto di lavoro nuovo .	é	57	58	e	e	y
In atesa per le informazioni ricieste ti saluto cordilmente , Michele	atesa	3	8	attesa	attesa	y
In atesa per le informazioni ricieste ti saluto cordilmente , Michele	ricieste	29	37	richieste	richieste	y
A Quando tempo per te è possible lavora ?	Quando	2	8	quanto	quando	n
Città X , 4 Marzo Caro Marco , Come stai ?	Marzo	12	17	marzo	marzo	y
Città X , 4 Marzo Caro Marco , Come stai ?	Come	31	35	Come	come	n
Città X , il 4 Marzo Caro Marco , io vado un amico Italiano da molto tempo a Città X Tutti va bene La vostra famiglia va bene vado -unreadable-l lavoro a l' albergo in macchina andato in vacanza a Città X per visitare il capitale Bacioni À presto Maria	Bacioni	230	237	Bacione	Bacioni	n
Città X , il 4 Marzo Caro Marco , io vado un amico Italiano da molto tempo a Città X Tutti va bene La vostra famiglia va bene vado -unreadable-l lavoro a l' albergo in macchina andato in vacanza a Città X per visitare il capitale Bacioni À presto Maria	À	238	239	D	A	n
Giovedi 4 Marzo Caro Paulo , Fa molto tempo che non ho di tue noticies .	Giovedi	0	7	Giovedì	Giovedì	y
Giovedi 4 Marzo Caro Paulo , Fa molto tempo che non ho di tue noticies .	Marzo	10	15	marzo	marzo	y
Come state tu e tua familia ?	familia	20	27	famiglia	famiglia	y
Vieni al compleano di Patrizia ?	compleano	9	18	compleanno	compleanno	y
Espero ti vedere al compleano !	compleano	20	29	completo	compleanno	n
Città X , il 4 marzo 2010 Caro Fabio , Come stai ?	Come	39	43	Come	come	n
Mio fratello ha un filho , Francesco , che ha 3 anni .	filho	19	24	figlio	figlio	y
3 Luglio 2010 A Città X Cara Laura , Vado bene , mia figlia e mio marito anche .	Luglio	2	8	luglio	luglio	y
3 Luglio 2010 A Città X Cara Laura , Vado bene , mia figlia e mio marito anche .	Vado	37	41	Vada	vado	n
Lavoro sempre alla pasticeria , tutto va bene , Penso di venire in Italia te vedere in Agosto con mia famiglia , è possibile ?	pasticeria	19	29	pasticceria	pasticceria	y
In mio tempo libero , quando con c' é lezione , mi piacce ascoltare la musica e leggere i libri .	piacce	51	57	piace	piace	y
Nel corso con me é mio vero amico Pietro .	é	17	18	e	è	n
Lui é polacco anche .	é	4	5	e	è	n
Nel mio tempo libero ho suono la chittara .	chittara	33	41	chitarra	chitarra	y
COSI CREDO CHE OGNI LETTERA DA VOI SCRIVERO MEGLIO .	COSI	0	4	Cosi	COSÌ	n
COSI CREDO CHE OGNI LETTERA DA VOI SCRIVERO MEGLIO .	SCRIVERO	35	43	scrivere	SCRIVERÒ	n
C' È UN' ALTRA RAGAZZA POLACCA , CON LEI DOPO LE LEZIONI FACCIAMO LE PASSEGGIATE E COSI IO CONOSCO GIA QUASI TUTTA LA CITTÀ .	COSI	83	87	cosi	COSÌ	n
C' È UN' ALTRA RAGAZZA POLACCA , CON LEI DOPO LE LEZIONI FACCIAMO LE PASSEGGIATE E COSI IO CONOSCO GIA QUASI TUTTA LA CITTÀ .	GIA	99	102	IVA	GIÀ	n
PECCATO CHE PROPIO IN QUESTO TEMPO CI SIETE IN VACANZA E NON CI POSIAMO VEDERE .	PROPIO	12	18	CIO	PROPRIO	n
PECCATO CHE PROPIO IN QUESTO TEMPO CI SIETE IN VACANZA E NON CI POSIAMO VEDERE .	POSIAMO	64	71	Osimo	POSSIAMO	n
Cara Silvia , Come va ?	Come	14	18	Come	come	n
Io , adesso sto meglio , ma hai raggione probabilmente lavoro troppo e per questo sono stanchissima .	raggione	32	40	ragione	ragione	y
Sai , ho cambiato lavoro quatro mese fa , adesso lavoro in una ditta privata a Città X come giurista .	quatro	25	31	quarto	quattro	n
Abbiamo molte cose da fare e nostro capo é severo .	é	41	42	e	è	n
Ma sono molto contenta di questo lavoro perche per questo tempo ho imparato molte cose nuove .	perche	40	46	perché	perché	y
Sono un po' trista perche una settimana fa é morta mia zia Maria , la sorella di mia madre .	é	43	44	è	è	y
Lei era ultima sorella di mia madre e non é facile per la mamma perche addesso è stata da senza vicini cogniati .	é	42	43	è	è	y
Lei era ultima sorella di mia madre e non é facile per la mamma perche addesso è stata da senza vicini cogniati .	perche	64	70	perché	perché	y
Lei era ultima sorella di mia madre e non é facile per la mamma perche addesso è stata da senza vicini cogniati .	addesso	71	78	adesso	adesso	y
Lei era ultima sorella di mia madre e non é facile per la mamma perche addesso è stata da senza vicini cogniati .	cogniati	103	111	contati	cognati	n
Spero che per qualche tempo sará meglio !	sará	28	32	sarà	sarà	y
Ti baccio e saluto tutta la tua famiglia !	baccio	3	9	Bacio	bacio	n
27-03-2010 Città X Cara Roberta , Non ho visto te da molto tempo .	Non	34	37	Non	non	n
Io ho visitato la città , ho pranzato nel ristorante e ho conosciuto molti interesanti italiani amici Ciao , baci !	interesanti	75	86	interessanti	interessanti	y
É passato tanto tempo dal nostro l' ultimo incontro .	É	0	1	C	È	n
Vedendo che tu ariverai la prossima settimana a Città X , ti propongo un incontro .	ariverai	15	23	arriverai	arriverai	y
Ci possiamo vedere lunedi pomeriggio verso le 17 al bar " Grigio " .	lunedi	19	25	lunedì	lunedì	y
Un abraccio forte .	abraccio	3	11	abbraccio	abbraccio	y
Allora è gia primavera e abbiamo molte cose da fare in giardino .	gia	9	12	già	già	y
Ho molte cose da racontare a te .	racontare	17	26	raccontare	raccontare	y
Magari possiamo vederci al' estate Intanto Cari Saluti Maria	al'	24	27	al	all'estate	n
Magari possiamo vederci al' estate Intanto Cari Saluti Maria	estate	28	34	state	all'estate	n
Magari possiamo vederci al' estate Intanto Cari Saluti Maria	Cari	43	47	Caro	cari	n
Cara Anna , Io sto bene è spero che anche tu stia bene .	Io	12	14	Io	io	n
Cara Anna , Io sto bene è spero che anche tu stia bene .	è	24	25	e	e	y
Sono molto contenta è felice ma ho tanto da fare .	è	20	21	e	e	y
Vorremmo vederti al piu presto , speriamo sia possibile fra qualche mese , quando avremo le vacanze , verso quindici agosto .	piu	20	23	più	più	y
Cosi vedremo te e la tua bella città Napoli .	Cosi	0	4	Cosa	Così	n
Comunque il lavoro bene Anche se siamo gia abbastanza stanche , ci sentiamo bene .	gia	39	42	già	già	y
Io adesso sto bene , mia malatia é passata e speró che non torna più .	é	33	34	è	è	y
Io adesso sto bene , mia malatia é passata e speró che non torna più .	speró	45	50	spero	spero	y
In lavoro c' è sempre molto da fare , non c' è possibilita di andare adesso in ferie . menomale che ho fatto già vacanze in quest' anno .	possibilita	47	58	possibilità	possibilità	y
In lavoro c' è sempre molto da fare , non c' è possibilita di andare adesso in ferie . menomale che ho fatto già vacanze in quest' anno .	menomale	87	95	menomale	meno male	n
In Egitto erá meraviglioso : sole , mare .	erá	10	13	era	era	y
Ho fatto molte foto e forze nella prossima settimana te le mando .	forze	22	27	forse	forse	y
Città X 29.Marzo 2010 Ciao Max Va bene , ed la famiglia è tout a posto ?	29.Marzo	8	16	marzo	29. marzo	n
Sono in forma ed ma famiglia anchè .	anchè	29	34	anche	anche	y
Maggio vado a vacanze a Città Y per una settimana .	Maggio	0	6	Maggio	maggio	n
A presto Salutì Michele	Salutì	9	15	Saluti	Saluti	y
Attualmente sto faccendo un corso in italiano a livello A2 .	faccendo	16	24	facendo	facendo	y
In febbraio eravamo una settimana à Città X per sciare .	à	34	35	e	a	n
Per me andrebbe bene il lunedi prossimo , cioè lundi di pasqua .	lunedi	24	30	lunedì	lunedì	y
Per me andrebbe bene il lunedi prossimo , cioè lundi di pasqua .	lundi	47	52	lungi	lunedì	n
Lunedi scorso sono andata a Città X .	Lunedi	0	6	Lunedì	Lunedì	y
Cara Lucia sono in vacanze , in , La isola e fantastica , e io penso a te .	,	32	33	C	.	n
Cara Lucia sono in vacanze , in , La isola e fantastica , e io penso a te .	e	43	44	è	è	y
La nostra familia non devo fare le vacanze insième .	familia	10	17	famiglia	famiglia	y
La nostra familia non devo fare le vacanze insième .	insième	43	50	insieme	insieme	y
Tanti saluti e bacci , a presto Maria	bacci	15	20	baci	baci	y
Cari amici , Sono qui in Città X per fare un corso di italiano .	Sono	13	17	Sono	sono	n
Ma e molto comodo .	e	3	4	è	è	y
Hieri sera sono ritornato dalle miei vacanze .	Hieri	0	5	Ieri	Ieri	y
Ti ho portato qualce regalino , per questo ci dobbiamo vedere al più presto .	qualce	14	20	qualche	qualche	y
Cosa dici , mercoledi sera ?	mercoledi	12	21	mercoledì	mercoledì	y
Prosimo domani vado in Vacanza a Città X .	Prosimo	0	7	Prossimo	Prossimo	y
Prosimo domani vado in Vacanza a Città X .	Vacanza	23	30	vacanza	vacanza	y
Da noi è tutto posto pero a lavoro è veramente difficile negli ultimi tempi .	pero	21	25	Ero	però	n
Caro Luca , Spero che tutto va bene per te .	Spero	12	17	Spero	spero	n
Il tempo è ottimo è la gente molto simpatice .	è	18	19	e	e	y
Ciao Flaviano , È già tanto tempo che non abbiamo più sentito .	È	16	17	È	è	n
Io sto benissimo , l' ultimo mezzo anno sono stata nel ticino .	ticino	55	61	Ticino	Ticino	y
Sono in una bellissima famiglia e Città X é troppo bello .	é	42	43	è	è	y
Ciau Raissa 29.5.2010 Come va ?	Ciau	0	4	Ciao	Ciao	y
Per fortuna il mio frattelo sta meglio .	frattelo	19	27	fratello	fratello	y
Io penso che lui viene mai piu con noi in vacanza .	piu	27	30	più	più	y
La mia signora é un po noiosa .	é	15	16	e	è	n
La mia signora é un po noiosa .	po	20	22	po	po'	n
Carissimi Adesso sono da tre giorni a Città X .	Carissimi	0	9	Carissimo	Carissimi	n
Fa sembre bel tempo et la scuola é molto moderna .	sembre	3	9	sempre	sempre	y
Fa sembre bel tempo et la scuola é molto moderna .	é	33	34	è	è	y
La mia insegnante é giovane viene da Città Y e parla veloce come voi .	é	18	19	e	è	n
In corso siamo in quinque uno spagnolo , tre svizzere et una bella ragazza di Città Z .	quinque	18	25	cinque	cinque	y
Doppo le lezione usciamo insieme e la settimana prossima partiremmo per il mare .	Doppo	0	5	Dopo	:	n
Oggi abbiamo imparato quando e come si deve usare il conditionale .	conditionale	53	65	condizionale	condizionale	y
Ma i participanti e anche l' insegnante sono bellissimi persone .	participanti	5	17	partecipanti	participianti	n
Abito in un apartamento e cosi ho posto per voi .	apartamento	12	23	appartamento	appartamento	y
Abito in un apartamento e cosi ho posto per voi .	cosi	26	30	così	così	y
Città X , 29.5.2010 Cara Claudia , caro Giuseppe La settimana scorsa è finalmente comminciato il mio corso d' italiano a Città X .	comminciato	82	93	cominciato	cominciato	y
Nel corso siamo solo cinque studenti : due tedeschi , una svedese , un brasiliano ed un japonese .	japonese	88	96	savonese	giapponese	n
come state ?	come	0	4	Come	Come	y
Non ho problemi I miei genetori stanno anche bene .	genetori	23	31	genitori	genitori	y
Papa lavora un può tanto , ma lui vuole .	Papa	0	4	Papà	Papà	y
Michele va alla scuola (Lui non vuole andare , dice che la insegnante e scema ) é Francesco fa questi giorni la maturita é doppo va studiare a Città X .	(Lui	23	27	lui	(lui	n
Michele va alla scuola (Lui non vuole andare , dice che la insegnante e scema ) é Francesco fa questi giorni la maturita é doppo va studiare a Città X .	é	80	81	e	e	y
Michele va alla scuola (Lui non vuole andare , dice che la insegnante e scema ) é Francesco fa questi giorni la maturita é doppo va studiare a Città X .	maturita	112	120	materia	maturità	n
Michele va alla scuola (Lui non vuole andare , dice che la insegnante e scema ) é Francesco fa questi giorni la maturita é doppo va studiare a Città X .	é	121	122	e	e	y
Michele va alla scuola (Lui non vuole andare , dice che la insegnante e scema ) é Francesco fa questi giorni la maturita é doppo va studiare a Città X .	doppo	123	128	dopo	dopo	y
Adesso abito (comme prima ) a Città Z .	(comme	13	19	come	(come	n
Il ufficio in Città X e bello , anche vicino alla stazione .	e	22	23	è	è	y
tanti saluti , Maria	tanti	0	5	Tanti	Tanti	y
Io sto molto bene , l' estate è arivata ! ! ! Mia famiglia sta anche bene però mio fratello è un po malato ...	po	97	99	po	po'	n
Mio capo e veramente bravo e gentile .	e	9	10	è	è	y
Stasera andrò mangiare uno bello gelato al ristaurante .	ristaurante	43	54	ristorante	ristorante	y
Mi piacono molto queste lezione perché tutto il tempo devo parlare solo italiano .	piacono	3	10	piacono	piacciono	n
Lei è studentessa e ha ventitre anni .	ventitre	23	31	ventidue	ventitré	n
Visitiamo la cittá , assaggiamo i piatti tipici italiani e parliamo italiano certamente .	cittá	13	18	città	città	y
Baccione Maria	Baccione	0	8	Baccio	bacione	n
Cari amici Da alcuni giorni siamo a Città X(io è i miei nuovi amici della Germania ) per fare un corso di italiano .	è	47	48	e	e	y
Stiamo seguendo un corso di letteratura è ogni giorno stiamo imparando le nuove cose .	è	40	41	e	e	y
Sopratutto mi piace antino è devo dire che l' altri anche piacano questo periodo .	è	27	28	e	e	y
La nostra insegnante si ciama Maria Rossi è viene di Sicilia .	ciama	24	29	chiama	chiama	y
La nostra insegnante si ciama Maria Rossi è viene di Sicilia .	è	42	43	e	e	y
E una dottoressa di letteratura .	E	0	1	E	È	n
Di solito facciamo tre , quatro ore di corso , in seguito andiamo visitare città .	quatro	25	31	quattro	quattro	y
Per ora vi abraccio !	abraccio	11	19	abbraccio	abbraccio	y
Io e Michele faciamo qui corso di italiano lingua e scuola .	faciamo	13	20	facciamo	facciamo	y
Abiamo tanto lezioni , dove scriviamo e altre dove parliamo italiano .	Abiamo	0	6	Abbiamo	Abbiamo	y
Nostre insegnante e bella ragazza .	e	18	19	e	è	n
Lei e molto inteligente .	e	4	5	è	è	y
Lei e molto inteligente .	inteligente	12	23	intelligente	intelligente	y
Quando non c' è lezioni abiamo tempo libero per noi .	abiamo	24	30	abbiamo	abbiamo	y
Città X e bellissima .	e	8	9	è	è	y
Il tempo a Città X e molto bene , sempre sole .	e	19	20	e	è	n
Monumento X e nostro migliore posto a città .	e	12	13	a	è	n
Ciao Laura , Come stai ?	Come	13	17	Come	come	n
Ciao e à presto , Maria	à	7	8	a	a	y
Ciao Viki , non vediamo da molto tempo , perché sei in Nuova Zealanda .	Zealanda	61	69	Zelanda	Zelanda	y
Mia familia sta molto bene anche .	familia	4	11	famiglia	famiglia	y
Allora , sono in Italia con il mio curso d' italiano , in Città X , come tu e ta famiglia .	curso	35	40	corso	corso	y
Cara Anna , Come stai ?	Come	12	16	Come	come	n
Scrivi , quando hai tempo ! un baccio e cari saluti la tua Eva-image-	baccio	31	37	Bacio	bacio	n
Cara Giulia , Come stai ?	Come	14	18	Come	come	n
Siamo andati in vacanza in danmarco .	danmarco	27	35	danaro	Danmarco	n
La mia familia sta bene : zio Michele è allegro e felice anche zia Maria sta , Io sono contenta del mio lavoro - ho molto da fare , ma mi piace molto In vacanza sono andata in montagnia - un mio amico ha ci una casa .	familia	7	14	famiglia	famiglia	y
La mia familia sta bene : zio Michele è allegro e felice anche zia Maria sta , Io sono contenta del mio lavoro - ho molto da fare , ma mi piace molto In vacanza sono andata in montagnia - un mio amico ha ci una casa .	,	77	78	D	.	n
La mia familia sta bene : zio Michele è allegro e felice anche zia Maria sta , Io sono contenta del mio lavoro - ho molto da fare , ma mi piace molto In vacanza sono andata in montagnia - un mio amico ha ci una casa .	montagnia	176	185	montagna	montagna	y
Siamo 8 Persone al corso .	Persone	8	15	persone	persone	y
5 Ragazze e 3 Ragazzi .	Ragazze	2	9	ragazze	ragazze	y
5 Ragazze e 3 Ragazzi .	Ragazzi	14	21	ragazze	ragazzi	n
In tempo libero io sono in giro alla città per visitare diversi Musei .	Musei	64	69	musei	musei	y
Tanti Salutie a presto Michele	Salutie	6	13	saluti	saluti	y
La mia insegnante é Maria .	é	18	19	e	è	n
Mi piace perche C' é sempre molto gentile .	perche	9	15	perché	perché	y
Mi piace perche C' é sempre molto gentile .	C'	16	18	c'	c'è	n
Mi piace perche C' é sempre molto gentile .	é	19	20	è	c'è	n
Mi piace perche C' é sempre molto gentile .	sempre	21	27	sempre	c'è	n
Caro Tomaso !	Tomaso	5	11	Tommaso	Tommaso	y
La vostra insegnante di Sizilia é una molto carina signora .	Sizilia	24	31	Sicilia	Sicilia	y
La vostra insegnante di Sizilia é una molto carina signora .	é	32	33	è	,	n
Il corso é per me un po difficile .	é	9	10	è	è	y
Il corso é per me un po difficile .	po	21	23	po	è	n
La vostra albergo é buono , si trova nel centro .	é	18	19	è	po'	n
Nel mio corso c' è anchora 5 persone della Francia e 2 giapponese Dopo la lezione visitiamo il Collosseo .	anchora	19	26	ancora	ancora	y
Nel mio corso c' è anchora 5 persone della Francia e 2 giapponese Dopo la lezione visitiamo il Collosseo .	Collosseo	95	104	Colosseo	Colosseo	y
Lavoro in una dita a Città X da sei mesi , mi piace il lavoro è molto interessante Negli ultimi tempi ho lavorato molto , sono andato due volte la settimana alla palestra per fare fitness .	dita	14	18	vita	ditta	n
Chiamami o chiamero te al cellulare .	chiamero	11	19	chiamare	chiamerò	n
Abito per tre settimane da mia madre , perchè cerco un altro appartamento in Città X .	perchè	39	45	perché	perché	y
La mia madre va anche bene , tutta la famiglia e sano : - ) Lavoro per la ditta Frutiger , vendiamo i macchine per betoniere e lavoro molto , allora non ho molto tempo libero , ma bevo una buona bottiglia di vino con la mia madre la sera oppure il weekend leggo di libri .	e	47	48	e	è	n
Per la prosima vacanza io vado per due settimane al Città X e asspetta a te .	prosima	7	14	prima	prossima	n
Per la prosima vacanza io vado per due settimane al Città X e asspetta a te .	asspetta	62	70	aspetta	aspetta	y
Come va tua nova proffessione " patrone " al ristorante " Don Bruno " ?	nova	12	16	nuova	nuova	y
Come va tua nova proffessione " patrone " al ristorante " Don Bruno " ?	proffessione	17	29	professione	professione	y
Come va tua nova proffessione " patrone " al ristorante " Don Bruno " ?	patrone	32	39	Padrone	padrone	n
ci vediamo Michele	ci	0	2	Ci	Ci	y
Perchè non vieni visitarmi ?	Perchè	0	6	Perché	Perché	y
Mi farei molto piaccere di vederti !	piaccere	15	23	piacere	piacere	y
Mia mama è molto malata e mio padre ha non molto tempo per lei .	mama	4	8	mamma	mamma	y
Città X , 26 Novembre 2010 Caro Bruno , Come va ?	Novembre	13	21	novembre	novembre	y
Voglio ti incontrare il 27 Dicembre .	Dicembre	27	35	dicembre	dicembre	y
Il lavoro è sempre lo stesso ma mi piace andarci perchè ci sono i colleghi amabili .	perchè	49	55	perché	perché	y
Perchè ?	Perchè	0	6	Perché	Perché	y
vorei venire a trovarti , ma non so come trovarti mi potresti mandare il tuo indirizzo ?	vorei	0	5	Vorrei	vorrei	n
c' è un cinema .	c'	0	2	C'	C	n
Penso ai Musei o il centro città veccia .	Musei	9	14	musei	musei	y
Come sta la tua famiglia sono tutti sani stano bene allmeno lo spero .	stano	41	46	siano	stanno	n
Come sta la tua famiglia sono tutti sani stano bene allmeno lo spero .	allmeno	52	59	almeno	almeno	y
La sera ce chosa fate andate al cinema o a ballare .	chosa	11	16	cosa	cosa	y
avete una Discoteka ?	avete	0	5	Avere	Avete	n
avete una Discoteka ?	Discoteka	10	19	discoteca	discoteca	y
ci sei e ai un po ti tempo per me .	ci	0	2	Chi	Ci	n
ci sei e ai un po ti tempo per me .	po	15	17	po	po'	n
ci sei e ai un po ti tempo per me .	ti	18	20	di	di	y
Potrei restare 2 settimane e mi potresti mostrare La regione .	La	50	52	la	la	y
La sera andiamo à ballare e prima fare una bella cena .	à	16	17	a	a	y
Tanti bacci .	bacci	6	11	baci	baci	y
a presto .	a	0	1	A	A	y
Caro Lino , Come stai amico mio ?	Come	12	16	Come	come	n
Perché io non conosco bene questa bella cità .	cità	40	44	città	città	y
Ma come faccio per andare a Casa tua ?	Casa	28	32	casa	casa	y
e meglio con la metropolitana o con il pullman ?	e	0	1	O	È	n
Alora che cosa penso di questo week-end possiamo organizzare quelcosa ?	Alora	0	5	Allora	Allora	y
Alora che cosa penso di questo week-end possiamo organizzare quelcosa ?	quelcosa	61	69	qualcosa	qualcosa	y
Lino fammi sapere presto se sei oK , Puoi chiamami a casa .	Lino	0	4	Gino	Lino	n
Lino fammi sapere presto se sei oK , Puoi chiamami a casa .	Puoi	37	41	puoi	puoi	y
in Attesa di vederti ti faccio tanti baci , Ciao e a presto Michele	in	0	2	In	In	y
in Attesa di vederti ti faccio tanti baci , Ciao e a presto Michele	Attesa	3	9	attesa	attesa	y
La nostra insengnante si chiama Maria , lei viva con la sua famiglia a Città X , lei è molto sympatica .	insengnante	10	21	insegnante	insegnante	y
Quando ho tempo libero , mi piace fare lo sport o fare lunghi passegiathi in città .	passegiathi	62	73	passeggiata	passegiati	n
Caro Maco , Come stai ?	Come	12	16	Come	come	n
Cosa fai sabbato sera ?	sabbato	9	16	sabato	sabato	y
Mi chiami quando lo sai , cosi poso prenotare un tavolo .	cosi	26	30	cosa	così	n
Mi chiami quando lo sai , cosi poso prenotare un tavolo .	poso	31	35	posso	posso	y
Dopo vado vedere che cosa faccio perchè anche depende del mio ragazzo chi lavora qui .	perchè	33	39	perché	perché	y
Dopo vado vedere che cosa faccio perchè anche depende del mio ragazzo chi lavora qui .	depende	46	53	decente	dipende	n
Solo siami rimasti per una settimana mà il tempo è stato sempre bello .	mà	37	39	ma	ma	y
Ancora sei in quello negozzio di telefonino ?	negozzio	21	29	negozio	negozio	y
Sto fantastica perchè ho incontrato un uomo molto caloroso !	perchè	15	21	perché	perché	y
Ti invito a prendere un café nel café " Romanica " .	café	24	28	caffè	caffè	y
Iieri , sono ritornata di un viaggio fantastico !	Iieri	0	5	Ieri	Ieri	y
Mi piace lavorare in la oficina : la gente è gentile e il lavoro non è piu dificile .	piu	71	74	più	più	y
Mi piace lavorare in la oficina : la gente è gentile e il lavoro non è piu dificile .	dificile	75	83	difficile	difficile	y
Quando hai un po tempo libero ?	po	14	16	po	po'	n
Cari Saluti , Maria	Saluti	5	11	Saluti	saluti	n
Come puo trovare la casa tua ?	puo	5	8	Puoi	può	n
C' è facile per qualcuno di campania ?	campania	28	36	Campania	campagna	n
