Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Täglich mindesten 2 mal Gast gehen , und futern ihm nur am Vormittag , sonst er ist sehr lieb und rühig .	rühig	98	103	ruhig	ruhig	y
Ich bin am Sonntag der Woche wieder zuruck .	zuruck	36	42	zurück	zurück	y
und werde direk zu dir für das Abholen , wäre es dir passen wenn wir den Abends zusammen Essen ?	direk	10	15	die	direkt	n
Aufpassen 5.1.12 Liebe Maria , Wissen Sie meine Nichte ist Krank und möchte ich ihr besuchen .	Wissen	31	37	Wissen	wissen	n
Aufpassen 5.1.12 Liebe Maria , Wissen Sie meine Nichte ist Krank und möchte ich ihr besuchen .	Krank	59	64	krank	krank	y
Daswegen bin ich nicht ein paar Tage zu Hause .	Daswegen	0	8	Deswegen	Deswegen	y
Können Sie bitte ihren aufpassen , weil ich nicht mitnehemen Kann .	mitnehemen	50	60	mitnehmen	mitnehmen	y
Können Sie bitte ihren aufpassen , weil ich nicht mitnehemen Kann .	Kann	61	65	kann	kann	y
Sie müssen zwei mal futtern und in des Schussl Wasser füllen .	mal	16	19	Mal	Mal	y
Sie müssen zwei mal futtern und in des Schussl Wasser füllen .	futtern	20	27	füttern	füttern	y
Sie müssen zwei mal futtern und in des Schussl Wasser füllen .	Schussl	39	46	Schuss	Schüssel	n
Am morgen um 8.00 Uhr der Hund draußen bringen und Um 15.00 Uhr muss einmal wieder draßen bringen .	morgen	3	9	morgen	Morgen	n
Ich habe eine Probeme !!!	Probeme	14	21	Problem	Problem	y
muss ich auf zwei Tage in Stadt X faren .	faren	34	39	waren	fahren	n
Ich bitte dich , Sei so Gug und	Sei	17	20	sei	sei	y
Ich bitte dich , Sei so Gug und	Gug	24	27	Gut	gut	n
fitter den zwei mall im Tag ung gehen mit in schpaziren am abend edenes Tag .	fitter	0	6	Filter	fütter	n
fitter den zwei mall im Tag ung gehen mit in schpaziren am abend edenes Tag .	mall	16	20	mal	Mal	n
fitter den zwei mall im Tag ung gehen mit in schpaziren am abend edenes Tag .	ung	28	31	und	und	y
fitter den zwei mall im Tag ung gehen mit in schpaziren am abend edenes Tag .	in	42	44	in	ihm	n
fitter den zwei mall im Tag ung gehen mit in schpaziren am abend edenes Tag .	schpaziren	45	55	spazieren	spazieren	y
fitter den zwei mall im Tag ung gehen mit in schpaziren am abend edenes Tag .	abend	59	64	Abend	Abend	y
Der schlüssel geben ich meine Nachbar .	schlüssel	4	13	Schlüssel	Schlüssel	y
Viele Danke für hilfe Deine Freind Tobias 9.01.2012 .	hilfe	16	21	Hilfe	Hilfe	y
Viele Danke für hilfe Deine Freind Tobias 9.01.2012 .	Freind	28	34	Freund	Freund	y
Liebe Freundin , meinem Hund ist zu Hause aleine .	aleine	42	48	alleine	alleine	y
Du Sollst Meinem Hund auf Passen .	Sollst	3	9	sollst	sollst	y
Du Sollst Meinem Hund auf Passen .	Meinem	10	16	einem	meinem	n
Du Sollst Meinem Hund auf Passen .	auf	22	25	auf	aufpassen	n
Du Sollst Meinem Hund auf Passen .	Passen	26	32	passen	aufpassen	n
Weil , Meine Mutter auch in Urlaub ist .	Meine	7	12	meine	meine	y
Ich Fahre nach Estadt X mit Meiner Freunde .	Fahre	4	9	fahre	fahre	y
Ich Fahre nach Estadt X mit Meiner Freunde .	Meiner	28	34	meiner	meiner	y
Wir Sind hier zwei Tage bleiben .	Sind	4	8	sind	sind	y
MtiFreundlichen Grußen Michael Tobias	MtiFreundlichen	0	15	Freundlichen	Mit freundlichen	n
Liebe Frau Maria , am 20.01.12 habe ich für ein paar Tage eine arbeite Reis nach Berlin , und ich Kann nicht meine Katze Mitnehmen .	arbeite	63	70	arbeitet	Arbeitsreise	n
Liebe Frau Maria , am 20.01.12 habe ich für ein paar Tage eine arbeite Reis nach Berlin , und ich Kann nicht meine Katze Mitnehmen .	Reis	71	75	Reise	Arbeitsreise	n
Liebe Frau Maria , am 20.01.12 habe ich für ein paar Tage eine arbeite Reis nach Berlin , und ich Kann nicht meine Katze Mitnehmen .	Kann	98	102	kann	kann	y
Veilen dank für deine heilfe Liebe Grüße Eva Winkelmann	Veilen	0	6	Teilen	Vielen	n
Könnst du meine Katze mitnehmen ?	Könnst	0	6	Kannst	Kannst ODER Könntest	n
Uhr mein Schlußel .	Schlußel	9	17	Schlegel	Schlüssel	n
Du Friest bitte meine Katze zwei mal pro Tag / am Morgen und am Abend ) und räumst ihre Tualete ein mal auf .	Friest	3	9	Frist	frisst	n
Du Friest bitte meine Katze zwei mal pro Tag / am Morgen und am Abend ) und räumst ihre Tualete ein mal auf .	Tualete	88	95	Talente	Toilette	n
Viele dank .	dank	6	10	Dank	Dank	y
Hallo Liebe Maria !	Liebe	6	11	liebe	liebe	y
Meine Tante ist sehr Krank und sie ist im Krankenhaus .	Krank	21	26	krank	krank	y
Ich habe das Essen für meinen Hund schon vorberaitet .	vorberaitet	41	52	vorbereitet	vorbereitet	y
Bello ( mein Hund ) braucht nur 3 mal am Tag draußen gehen .	mal	34	37	mal	Mal	n
Machts gut .	Machts	0	6	Macht	Mach´s	n
Wie du schon weist , ich habe eine Katze .	weist	13	18	weißt	weißt	y
Diese wochende gehe ich um urlaub in Spanien .	wochende	6	14	kochende	Wochenende	n
Diese wochende gehe ich um urlaub in Spanien .	urlaub	27	33	Urlaub	Urlaub	y
Ich habe ein Klein problem .	Klein	13	18	klein	kleines	n
Ich habe ein Klein problem .	problem	19	26	Problem	Problem	y
Mein hund ist alliene zu hause .	hund	5	9	Hund	Hund	y
Mein hund ist alliene zu hause .	alliene	14	21	allein	alleine	n
Mein hund ist alliene zu hause .	hause	25	30	hause	Hause	n
Das ist wunderschon wenn mein hund ist mit da in ihre hause .	wunderschon	8	19	wunderschön	wunderschön	y
Das ist wunderschon wenn mein hund ist mit da in ihre hause .	hund	30	34	Hund	Hund	y
Liebe meine Freundin , den , 06.01.2012 Ich hoffe es geht dir gut und Ich Wünsche alles gute .	Ich	40	43	Ich	ich	n
Liebe meine Freundin , den , 06.01.2012 Ich hoffe es geht dir gut und Ich Wünsche alles gute .	Ich	70	73	ich	ich	y
Liebe meine Freundin , den , 06.01.2012 Ich hoffe es geht dir gut und Ich Wünsche alles gute .	Wünsche	74	81	wünsche	wünsche	y
Liebe meine Freundin , den , 06.01.2012 Ich hoffe es geht dir gut und Ich Wünsche alles gute .	gute	88	92	gute	Gute	n
Ich habe ein Hund aber Ich bin Für ein paar Tag nicht zu Hause Kann Ich nicht nehme mit , Kamm er ein paar Tage bei dir Bleiben , von 10 bis 14 Januar nur vier Tage , weil Ich nach marokko Fahre .	Für	31	34	für	für	y
Ich habe ein Hund aber Ich bin Für ein paar Tag nicht zu Hause Kann Ich nicht nehme mit , Kamm er ein paar Tage bei dir Bleiben , von 10 bis 14 Januar nur vier Tage , weil Ich nach marokko Fahre .	Ich	68	71	ich	ich	y
Ich habe ein Hund aber Ich bin Für ein paar Tag nicht zu Hause Kann Ich nicht nehme mit , Kamm er ein paar Tage bei dir Bleiben , von 10 bis 14 Januar nur vier Tage , weil Ich nach marokko Fahre .	Kamm	90	94	Damm	kann	n
Ich habe ein Hund aber Ich bin Für ein paar Tag nicht zu Hause Kann Ich nicht nehme mit , Kamm er ein paar Tage bei dir Bleiben , von 10 bis 14 Januar nur vier Tage , weil Ich nach marokko Fahre .	Bleiben	120	127	bleiben	bleiben	y
Ich habe ein Hund aber Ich bin Für ein paar Tag nicht zu Hause Kann Ich nicht nehme mit , Kamm er ein paar Tage bei dir Bleiben , von 10 bis 14 Januar nur vier Tage , weil Ich nach marokko Fahre .	Ich	172	175	ich	ich	y
Ich habe ein Hund aber Ich bin Für ein paar Tag nicht zu Hause Kann Ich nicht nehme mit , Kamm er ein paar Tage bei dir Bleiben , von 10 bis 14 Januar nur vier Tage , weil Ich nach marokko Fahre .	marokko	181	188	Marokko	Marokko	y
Ich habe ein Hund aber Ich bin Für ein paar Tag nicht zu Hause Kann Ich nicht nehme mit , Kamm er ein paar Tage bei dir Bleiben , von 10 bis 14 Januar nur vier Tage , weil Ich nach marokko Fahre .	Fahre	189	194	Jahre	fahre	n
Seher geeherter Herr Meier in zwei Tage fahre ich nach Stadt X wegen eine Geschefts arbeit .	Seher	0	5	Eher	Sehr	n
Seher geeherter Herr Meier in zwei Tage fahre ich nach Stadt X wegen eine Geschefts arbeit .	geeherter	6	15	geehrter	geehrter	y
Seher geeherter Herr Meier in zwei Tage fahre ich nach Stadt X wegen eine Geschefts arbeit .	Geschefts	74	83	Geschäft	Geschäftsarbeit	n
Seher geeherter Herr Meier in zwei Tage fahre ich nach Stadt X wegen eine Geschefts arbeit .	arbeit	84	90	arbeiten	Geschäftsarbeit	n
Deswegen kann ich nicht meine Katze mir nehmen .	mir	36	39	mit	mitnehmen	n
Deswegen kann ich nicht meine Katze mir nehmen .	nehmen	40	46	nehmen	mitnehmen	n
Könnten sie bitte sich um meine Katze kummern , während ich nicht zu Hause bin .	sie	8	11	Sie	Sie	y
Könnten sie bitte sich um meine Katze kummern , während ich nicht zu Hause bin .	kummern	38	45	kümmern	kümmern	y
Das was sie frißt habe ich alles früher gekauft .	frißt	12	17	weißt	frisst	n
nur Sie braucht jemand welsche um sie kummert .	welsche	23	30	welche	welche	y
nur Sie braucht jemand welsche um sie kummert .	kummert	38	45	kümmert	 kümmmert	n
und ich denke sie sind die richtige Person .	und	0	3	Und	Und	y
Mit freundlischen Grüßen .	freundlischen	4	17	freundlichen	freundlichen	y
Libe Maria , Ich habe eine paar Tag ParTy , und Ich müssTe nichT zu Hause faien .	Libe	0	4	Liebe	Liebe	y
Libe Maria , Ich habe eine paar Tag ParTy , und Ich müssTe nichT zu Hause faien .	Ich	13	16	Ich	ich	n
Libe Maria , Ich habe eine paar Tag ParTy , und Ich müssTe nichT zu Hause faien .	ParTy	36	41	Party	Party	y
Libe Maria , Ich habe eine paar Tag ParTy , und Ich müssTe nichT zu Hause faien .	Ich	48	51	ich	ich	y
Libe Maria , Ich habe eine paar Tag ParTy , und Ich müssTe nichT zu Hause faien .	müssTe	52	58	musste	müsste	n
Libe Maria , Ich habe eine paar Tag ParTy , und Ich müssTe nichT zu Hause faien .	nichT	59	64	nicht	nicht	y
Libe Maria , Ich habe eine paar Tag ParTy , und Ich müssTe nichT zu Hause faien .	faien	74	79	faxen	feiern	n
BiTTe Konnen Sie mir hilfe weil habe Ich eine Tier zu Hause .	BiTTe	0	5	Bitte	Bitte	y
BiTTe Konnen Sie mir hilfe weil habe Ich eine Tier zu Hause .	Konnen	6	12	Kennen	können	n
BiTTe Konnen Sie mir hilfe weil habe Ich eine Tier zu Hause .	hilfe	21	26	hilft	helfen	n
BiTTe Konnen Sie mir hilfe weil habe Ich eine Tier zu Hause .	Ich	37	40	ich	ich	y
Ledier Ich Kann nichT menem und miTnehmen .	Ledier	0	6	Leider	Leider	y
Ledier Ich Kann nichT menem und miTnehmen .	Ich	7	10	ich	ich	y
Ledier Ich Kann nichT menem und miTnehmen .	Kann	11	15	kann	kann	y
Ledier Ich Kann nichT menem und miTnehmen .	nichT	16	21	nicht	nicht	y
Ledier Ich Kann nichT menem und miTnehmen .	miTnehmen	32	41	mitnehmen	mitnehmen	y
Habe ich einen Hund und Am 20Ten Jonna gehen wir nach Stadt X. Sehen Sie BiTTe meinem Hund für zwei Tagen .	Am	24	26	am	am	y
Habe ich einen Hund und Am 20Ten Jonna gehen wir nach Stadt X. Sehen Sie BiTTe meinem Hund für zwei Tagen .	20Ten	27	32	Toten	20sten	n
Habe ich einen Hund und Am 20Ten Jonna gehen wir nach Stadt X. Sehen Sie BiTTe meinem Hund für zwei Tagen .	BiTTe	73	78	bitte	bitte	y
Wir Kommen am 22Ten Jonua zurich .	Kommen	4	10	kommen	kommen	y
Wir Kommen am 22Ten Jonua zurich .	22Ten	14	19	Toten	22sten	n
Wir Kommen am 22Ten Jonua zurich .	Jonua	20	25	Januar	Januar	y
Wir Kommen am 22Ten Jonua zurich .	zurich	26	32	zurück	zurück	y
Liebe Eva am Freitag habe ich eine Reise nach Stadt X und kann ich nehmen meine tiere mit .	tiere	80	85	Tiere	Tiere	y
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	kanst	6	11	kannst	kannst	y
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	hunde	39	44	Hunde	Hunden	n
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	kroketen	78	86	Kroketten	Kroketten	y
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	wasser	91	97	Wasser	Wasser	y
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	un	123	125	und	und	y
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	hunde	148	153	Hunde	Hunde	y
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	pipi	163	167	Papi	Pipi	n
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	popo	172	176	Pop	Popo	n
Bitte kanst du hilf mir mit meine zwei hunde ( Waldi und Bella ) Sie brauchen kroketen und wasser jedes Morgens und Abends un bitte nicht bergessen hunde brauchen pipi und popo machen jeden tag .	tag	190	193	Tag	Tag	y
zwei mal auch Morgens und Abends nur für das wochende .	zwei	0	4	Zwei	Zwei	y
zwei mal auch Morgens und Abends nur für das wochende .	Morgens	14	21	morgens	morgens	y
zwei mal auch Morgens und Abends nur für das wochende .	Abends	26	32	abends	abends	y
zwei mal auch Morgens und Abends nur für das wochende .	wochende	45	53	kochende	Wochenende	n
ich hofe du kannst nicht große probleme mit meine tiere .	ich	0	3	Ich	Ich	y
ich hofe du kannst nicht große probleme mit meine tiere .	hofe	4	8	hoffe	hoffe	y
ich hofe du kannst nicht große probleme mit meine tiere .	probleme	31	39	Probleme	Probleme	y
ich hofe du kannst nicht große probleme mit meine tiere .	tiere	50	55	Tiere	Tiere	y
Vielen dank .	dank	7	11	Dank	Dank	y
Liebe Freund Ich habe ein Hond ich Kann nicht mit Deswegen ein Paar tag nicht in hause .	Hond	26	30	Hund	Hund	y
Liebe Freund Ich habe ein Hond ich Kann nicht mit Deswegen ein Paar tag nicht in hause .	Kann	35	39	kann	kann	y
Liebe Freund Ich habe ein Hond ich Kann nicht mit Deswegen ein Paar tag nicht in hause .	Paar	63	67	paar	paar	y
Liebe Freund Ich habe ein Hond ich Kann nicht mit Deswegen ein Paar tag nicht in hause .	tag	68	71	tage	Tag	n
Liebe Freund Ich habe ein Hond ich Kann nicht mit Deswegen ein Paar tag nicht in hause .	hause	81	86	pause	Hause	n
Wann Kann ich mit nehemen ich fahre .	Kann	5	9	kann	kann	y
Wann Kann ich mit nehemen ich fahre .	mit	14	17	mir	mitnehmen	n
Wann Kann ich mit nehemen ich fahre .	nehemen	18	25	nehmen	mitnehmen	n
Wiel Ich krank bin Wann bist du gehen ?	Ich	5	8	ich	ich	y
Bis später Cus Stefan	Cus	11	14	Bus	Tschüss	n
Aber leider am Wochenende muss ich viele Arbeiten .	Arbeiten	41	49	Arbeiten	arbeiten	n
Ich brauche noch fahrkarte für nächste Wochenende aber möchte ich mit den Schiff fahren .	fahrkarte	17	26	fahrbar	Fahrkarte	n
Viele Grüße Dein freund Michael	freund	17	23	Freund	Freund	y
Stadet Y Betriff : Suchen eine Wohnung an das Wohnungsamt Sehr geehrte Damen und Herrn .	Betriff	9	16	Betreff	Betreff	y
Ich möchte eine neue wohnung suchen , Ich möchte wissen .	wohnung	21	28	Wohnung	Wohnung	y
Ich möchte eine neue wohnung suchen , Ich möchte wissen .	Ich	38	41	ich	ich	y
und ich habe ein Auto dashalb möchte ich eine garage haben , bitte helfen Sie mir , und sicken sie information über die wohnung .	dashalb	22	29	deshalb	deshalb	y
und ich habe ein Auto dashalb möchte ich eine garage haben , bitte helfen Sie mir , und sicken sie information über die wohnung .	garage	46	52	frage	Garage	n
und ich habe ein Auto dashalb möchte ich eine garage haben , bitte helfen Sie mir , und sicken sie information über die wohnung .	sicken	88	94	ficken	schicken	n
und ich habe ein Auto dashalb möchte ich eine garage haben , bitte helfen Sie mir , und sicken sie information über die wohnung .	sie	95	98	die	Sie	n
und ich habe ein Auto dashalb möchte ich eine garage haben , bitte helfen Sie mir , und sicken sie information über die wohnung .	information	99	110	Information	Information	y
und ich habe ein Auto dashalb möchte ich eine garage haben , bitte helfen Sie mir , und sicken sie information über die wohnung .	wohnung	120	127	Wohnung	Wohnung	y
„ Das Wohnungsamt ( u. adresse ) “ Eine Wohnung Suche Sehr Geerhte Damen und Herren , Suche ich gerne auf eine neue Wohnung , und habe ich Interesse mit ihre Anzeige in FR vom 09.03.2012 .	Geerhte	59	66	geehrte	geehrte	y
„ Das Wohnungsamt ( u. adresse ) “ Eine Wohnung Suche Sehr Geerhte Damen und Herren , Suche ich gerne auf eine neue Wohnung , und habe ich Interesse mit ihre Anzeige in FR vom 09.03.2012 .	Suche	86	91	Suche	suche	n
Hätte ich noch nähere Informationen , zum beispiel wie viele Zimmer die Wohnung hat .	beispiel	42	50	Beispiel	Beispiel	y
Ich hoffe eine bäldige Information .	bäldige	15	22	baldige	baldige	y
Sehr Geerhte Damen und Herren Ich suche eine Wohnung .	Geerhte	5	12	geehrte	geehrte	y
Ich bin Arzt , Ich möchte mit meiner Freunde leben .	Ich	15	18	ich	ich	y
Die wohnung Soll 70-80 m ² hat .	wohnung	4	11	Wohnung	Wohnung	y
Die wohnung Soll 70-80 m ² hat .	Soll	12	16	soll	soll	y
Wie hoch ist die wohnung miete ?	wohnung	17	24	Wohnung	Wohnungsmiete	n
Wie hoch ist die wohnung miete ?	miete	25	30	mieten	Wohnungsmiete	n
( Heißt Eva ) Ich möchte eine Afzug in die Wohnung Mit Freundliche Grüßen Michael Friedrich Meier	Afzug	30	35	Aufzug	Aufzug	y
( Heißt Eva ) Ich möchte eine Afzug in die Wohnung Mit Freundliche Grüßen Michael Friedrich Meier	Freundliche	55	66	freundlichen	freundlichen	y
Zur Zeit lebe ich in Stadt Z und ich muss aus beruflichen Gründen nach Stadt Y ziehn .	ziehn	79	84	ziehen	ziehen	y
Ich bin ledig , deshalb brauche ich eine zweizimmer wohnung , höfflich mit einer Garage .	zweizimmer	41	51	Zweisitzer	Zweizimmerwohnung	n
Ich bin ledig , deshalb brauche ich eine zweizimmer wohnung , höfflich mit einer Garage .	wohnung	52	59	Wohnung	Zweizimmerwohnung	n
Ich bin ledig , deshalb brauche ich eine zweizimmer wohnung , höfflich mit einer Garage .	höfflich	62	70	höflich	hoffentlich	n
Sehr geehrter Herre Ich suche ein wohnung mit ein Zimmer und mit band , und mit Balkon .	wohnung	34	41	Wohnung	Wohnung	y
Sehr geehrter Herre Ich suche ein wohnung mit ein Zimmer und mit band , und mit Balkon .	band	65	69	Band	Bad	n
vilechte 70 miete mit Garage .	vilechte	0	8	Stilechte	Vielleicht	n
vilechte 70 miete mit Garage .	miete	12	17	Miete	Miete	y
Ich Möchte Wisse Wie Viele kostete ?	Möchte	4	10	möchte	möchte	y
Ich Möchte Wisse Wie Viele kostete ?	Wisse	11	16	Wissen	wissen	n
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	Geehrte	5	12	geehrte	geehrte	y
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	Suche	36	41	suche	suche	y
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	wohnung	47	54	Wohnung	Wohnung	y
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	Schön	59	64	schön	schon	n
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	ihre	73	77	ihr	Ihre	n
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	Anzige	78	84	Anzüge	Anzeige	n
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	interessere	89	100	interessiert	interessiere	n
Sehr Geehrte Damen und Herren , ich Suche eine wohnung und Schön gelesen ihre Anzige und interessere für die wohnung .	wohnung	109	116	Wohnung	Wohnung	y
Ich möchte gerne wissen , wie Viele Zimmer die wohnung hat ?	wohnung	47	54	Wohnung	Wohnung	y
Wie hochdie Miete ?	hochdie	4	11	Hohe	hoch die	n
Können wir ein besichtigung termin Vereinbaren ?	besichtigung	15	27	Besichtigung	Besichtigungstermin	n
Können wir ein besichtigung termin Vereinbaren ?	termin	28	34	Termin	Besichtigungstermin	n
Können wir ein besichtigung termin Vereinbaren ?	Vereinbaren	35	46	vereinbaren	vereinbaren	y
Mit Freundlichen Grüßen Stefan Schmidt	Freundlichen	4	16	freundlichen	freundlichen	y
Stadt X , 10.03.12 Die Wohn Amt GmBH Müllergasse 12 1234 Stadt X	Wohn	23	27	John	Wohnamt	n
Stadt X , 10.03.12 Die Wohn Amt GmBH Müllergasse 12 1234 Stadt X	Amt	28	31	Art	Wohnamt	n
Ein Wohnung für Meine Familie Sehr geerhte Damen und Herren , ich habe Ihre Firma in der Sendung vom 29 .	Meine	16	21	eine	meine	n
Ein Wohnung für Meine Familie Sehr geerhte Damen und Herren , ich habe Ihre Firma in der Sendung vom 29 .	geerhte	35	42	geehrte	geehrte	y
Februar gelernt und interessiere mich für eine 3-Zimmer Wohnung , mit Einbauküche und Gäste-WC .	3-Zimmer	47	55	Zimmer	Dreizimmerwohnung	n
Februar gelernt und interessiere mich für eine 3-Zimmer Wohnung , mit Einbauküche und Gäste-WC .	Wohnung	56	63	Wohnung	Dreizimmerwohnung	n
Ich möchte mit meiner Frau zusamen wohnen , ist eine 3-Zimmer Wonung Okay ?	zusamen	27	34	zusammen	zusammen	y
Ich möchte mit meiner Frau zusamen wohnen , ist eine 3-Zimmer Wonung Okay ?	3-Zimmer	53	61	immer	Dreizimmerwohnung	n
Ich möchte mit meiner Frau zusamen wohnen , ist eine 3-Zimmer Wonung Okay ?	Wonung	62	68	Wohnung	Dreizimmerwohnung	n
Ich möchte mit meiner Frau zusamen wohnen , ist eine 3-Zimmer Wonung Okay ?	Okay	69	73	okay	okay	y
Kann mann die Miete pro-jahr bezahlen ?	mann	5	9	man	man	y
Kann mann die Miete pro-jahr bezahlen ?	pro-jahr	20	28	probier	pro Jahr	n
Ich bin Arzt von Beruf , wir haben ein Kind , meine Frau arbeitet kauffrau bei XY-Büro , wir müssen größere Wohnung umziehen , weil unser Kind ein zimmer haben muss .	kauffrau	66	74	auftrat	Kauffrau	n
Ich bin Arzt von Beruf , wir haben ein Kind , meine Frau arbeitet kauffrau bei XY-Büro , wir müssen größere Wohnung umziehen , weil unser Kind ein zimmer haben muss .	zimmer	147	153	Zimmer	Zimmer	y
Ich habe Fragen über Ihre wohnung , wie hoch sind Miete , Nebenkosten und Umlagen ?	wohnung	26	33	Wohnung	Wohnung	y
Wir hoffen auf Ihre Baldige Antwort mit freundlichen Grüßen Michael und Maria Meier	Baldige	20	27	baldige	baldige	y
Brauchen eine Wohnung Seehr Geehrte Damen und Herren , Ich suche eine Wohnung in Stadt X. Jetz besuche ich einen Sprachkurs in Stadt Y und möchte im nächsten Monat nach Stadt X ziehen .	Seehr	22	27	Mehr	Sehr	n
Brauchen eine Wohnung Seehr Geehrte Damen und Herren , Ich suche eine Wohnung in Stadt X. Jetz besuche ich einen Sprachkurs in Stadt Y und möchte im nächsten Monat nach Stadt X ziehen .	Geehrte	28	35	geehrte	geehrte	y
Brauchen eine Wohnung Seehr Geehrte Damen und Herren , Ich suche eine Wohnung in Stadt X. Jetz besuche ich einen Sprachkurs in Stadt Y und möchte im nächsten Monat nach Stadt X ziehen .	Ich	55	58	Ich	ich	n
Brauchen eine Wohnung Seehr Geehrte Damen und Herren , Ich suche eine Wohnung in Stadt X. Jetz besuche ich einen Sprachkurs in Stadt Y und möchte im nächsten Monat nach Stadt X ziehen .	Jetz	90	94	Netz	Jetzt	n
Ich möchte gern eine wohnung mit zwei Zimmer .	wohnung	21	28	Wohnung	Wohnung	y
Ich brache einen Balkon auch .	brache	4	10	brauche	brauche	y
Können wir einen Besichtingungstermin vereinbaren ?	Besichtingungstermin	17	37	Besichtigungen	Besichtigungstermin	n
Aber gibt es Keine informationen über Zimmer .	Keine	13	18	keine	keine	y
Aber gibt es Keine informationen über Zimmer .	informationen	19	32	Informationen	Informationen	y
Ich möchte einen Deutsch Kurs in Stadt X besuchen .	Deutsch	17	24	deutsch	Deutschkurs	n
Ich möchte einen Deutsch Kurs in Stadt X besuchen .	Kurs	25	29	Kurse	Deutschkurs	n
Ich kann ungäfehr 300 E inklusiv Nebenkosten als die Miete bezahlen .	ungäfehr	9	17	ungefähr	ungefähr	y
Muss ich für das Gerage bezahlen ?	Gerage	17	23	Gelage	Garage	n
mit freundlichen Grüßen P. Tobias Schmidt	mit	0	3	Mit	Mit	y
Wohnungsamt Stadt X 10.03.2012 Müller Meier Maria Bahnhofsstraße 123 Stadt Y Neue Wohnung Sehr geehrte Dames und Herren , Ich habe in Wohnung samt gelesen und Interessiere mich für Wohnung .	Ich	122	125	Ich	ich	n
Wohnungsamt Stadt X 10.03.2012 Müller Meier Maria Bahnhofsstraße 123 Stadt Y Neue Wohnung Sehr geehrte Dames und Herren , Ich habe in Wohnung samt gelesen und Interessiere mich für Wohnung .	Wohnung	134	141	Wohnung	Wohnungsamt	n
Wohnungsamt Stadt X 10.03.2012 Müller Meier Maria Bahnhofsstraße 123 Stadt Y Neue Wohnung Sehr geehrte Dames und Herren , Ich habe in Wohnung samt gelesen und Interessiere mich für Wohnung .	samt	142	146	satt	Wohnungsamt	n
Wohnungsamt Stadt X 10.03.2012 Müller Meier Maria Bahnhofsstraße 123 Stadt Y Neue Wohnung Sehr geehrte Dames und Herren , Ich habe in Wohnung samt gelesen und Interessiere mich für Wohnung .	Interessiere	159	171	interessiere	interessiere	y
Ich möchte gerne wissen , wir hoch nebenkosten sind .	nebenkosten	35	46	Gemeinkosten	Nebenkosten	n
Ich möchte gerne mit meine Familia zusamen wohnen , ist die Wohnung mit viele Zimmer ?	Familia	27	34	Familie	Familie	y
Ich möchte gerne mit meine Familia zusamen wohnen , ist die Wohnung mit viele Zimmer ?	zusamen	35	42	zusammen	zusammen	y
Ich wohne jetzt in Stadt X aber nächten Monat möchte ich nach Stadt Z. Können wir Besichtgungstermin verneinbaren ?	nächten	32	39	nächsten	nächsten	y
Ich wohne jetzt in Stadt X aber nächten Monat möchte ich nach Stadt Z. Können wir Besichtgungstermin verneinbaren ?	Besichtgungstermin	82	100	Besichtigungen	Besichtigungstermin	n
